plant_code,group_code,group_name,subgroup_code,subgroup_name,equipment_code,equipment_name,equipment_description,equipment_type,equipment_manufacturer,equipment_model,equipment_serial_number,equipment_voltage_class,equipment_phase_type,equipment_start_date,equipment_latitude,equipment_longitude
N-S-MAMR,N-S-MAMR-TF602,Bay Transf. de Potência 230kV Nº 02,N-S-MAMR-TF602-MC69,Módulo MC69,N-S-MAMR-TF602-MC69-MRDJ404,Disjuntor 69kV,Disjuntor 69kV / Bay Transf. de Potência 230kV Nº 02 / SE Miranda II,CIRCUIT_BREAKER,VATECH,SB6-72,TO1229 - SB1 - 0,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-PAUG,N-S-PAUG-TF604,Bay Transformador 230kV Nº 04,N-S-PAUG-TF604-MC230,Módulo MC230,N-S-PAUG-TF604-MC230-UGDJ612,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 04 / SE Utinga,CIRCUIT_BREAKER,ABB,LTB245 E11,2GDB848218/09/01,230.000,THREE_PHASE,2010-12-05,NULL,NULL
N-S-PAUG,N-S-PAUG-TF604,Bay Transformador 230kV Nº 04,N-S-PAUG-TF604-TF230,Módulo TF230,N-S-PAUG-TF604-TF230-UGTF604,Banco de Trafos Nº04 230kV,Banco de Trafos Nº04 230kV / Bay Transformador 230kV Nº 04 / SE Utinga,POWER_TRANSFORMER,NULL,NULL,,230.000,THREE_PHASE,2010-12-05,NULL,NULL
N-S-PAUG,N-S-PAUG-TF603,Bay Transformador 230kV Nº 03,N-S-PAUG-TF603-TF230,Módulo TF230,N-S-PAUG-TF603-TF230-UGTF603,Banco de Trafos Nº03 230kV,Banco de Trafos Nº03 230kV / Bay Transformador 230kV Nº 03 / SE Utinga,POWER_TRANSFORMER,NULL,NULL,,230.000,THREE_PHASE,1999-07-01,NULL,NULL
N-S-PAUG,N-S-PAUG-TF603,Bay Transformador 230kV Nº 03,N-S-PAUG-TF603-MC230,Módulo MC230,N-S-PAUG-TF603-MC230-UGDJ609,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 03 / SE Utinga,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1009 U2 001,230.000,THREE_PHASE,1999-07-01,NULL,NULL
N-S-PAUG,N-S-PAUG-TF602,Bay Transformador 230kV Nº 02,N-S-PAUG-TF602-MC230,Módulo MC230,N-S-PAUG-TF602-MC230-UGDJ607,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 02 / SE Utinga,CIRCUIT_BREAKER,SIEMENS,3AP1 FI 245,171222CB03 A/B/V,230.000,THREE_PHASE,2023-12-18,NULL,NULL
N-S-PAUG,N-S-PAUG-TF602,Bay Transformador 230kV Nº 02,N-S-PAUG-TF602-MC69,Módulo MC69,N-S-PAUG-TF602-MC69-UGDJ402,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 02 / SE Utinga,CIRCUIT_BREAKER,SIEMENS,3AP1 FG,171222CB04,69.000,THREE_PHASE,2023-12-18,NULL,NULL
N-S-PAUG,N-S-PAUG-TF602,Bay Transformador 230kV Nº 02,N-S-PAUG-TF602-TF230,Módulo TF230,N-S-PAUG-TF602-TF230-UGTF602,Banco de Trafos Nº02 230kV,Banco de Trafos Nº02 230kV / Bay Transformador 230kV Nº 02 / SE Utinga,POWER_TRANSFORMER,NULL,NULL,,230.000,THREE_PHASE,1982-12-01,NULL,NULL
N-S-PAUG,N-S-PAUG-TF602,Bay Transformador 230kV Nº 02,N-S-PAUG-TF602-MC230,Módulo MC230,N-S-PAUG-TF602-MC230-UGDJ607,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 02 / SE Utinga,CIRCUIT_BREAKER,MERLIN GERIN,FA2-245-40,2232,230.000,THREE_PHASE,1981-12-01,NULL,NULL
N-S-PAUG,N-S-PAUG-TF601,Bay Transformador 230kV Nº 01,N-S-PAUG-TF601-MC230,Módulo MC230,N-S-PAUG-TF601-MC230-UGDJ605,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 01 / SE Utinga,CIRCUIT_BREAKER,SIEMENS,3AP1,171222B01,230.000,THREE_PHASE,2023-06-19,NULL,NULL
N-S-PAUG,N-S-PAUG-TF601,Bay Transformador 230kV Nº 01,N-S-PAUG-TF601-MC69,Módulo MC69,N-S-PAUG-TF601-MC69-UGDJ401,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 01 / SE Utinga,CIRCUIT_BREAKER,SIEMENS,3AP1,171222B02,69.000,THREE_PHASE,2023-06-19,NULL,NULL
N-S-PAUG,N-S-PAUG-TF601,Bay Transformador 230kV Nº 01,N-S-PAUG-TF601-TF230,Módulo TF230,N-S-PAUG-TF601-TF230-UGTF601,Banco de Trafos Nº01 230kV,Banco de Trafos Nº01 230kV / Bay Transformador 230kV Nº 01 / SE Utinga,POWER_TRANSFORMER,NULL,NULL,1074543791;3;5,230.000,THREE_PHASE,2023-06-19,NULL,NULL
N-S-PAUG,N-S-PAUG-TF601,Bay Transformador 230kV Nº 01,N-S-PAUG-TF601-MC69,Módulo MC69,N-S-PAUG-TF601-MC69-UGDJ401,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 01 / SE Utinga,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,1981-12-01,NULL,NULL
N-S-PAMB,N-S-PAMB-AT701,Bay Banco Autotransformadores 500kV Nº01,N-S-PAMB-AT701-MC230,Módulo MC230,N-S-PAMB-AT701-MC230-MBDJ601,Disjuntor 230kV,Disjuntor 230kV / Bay Banco Autotransformadores 500kV Nº01 / SE Marabá,CIRCUIT_BREAKER,MERLIN GERIN,SF6-FA2-245-40,2230,230.000,THREE_PHASE,2011-06-08,NULL,NULL
N-S-PAMB,N-S-PAMB-AT701,Bay Banco Autotransformadores 500kV Nº01,N-S-PAMB-AT701-AT500,Módulo AT500,N-S-PAMB-AT701-AT500-MBAT701,Autotransformador Nº01 500kV,Autotransformador Nº01 500kV / Bay Banco Autotransformadores 500kV Nº01 / SE Marabá,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,1981-12-01,NULL,NULL
N-S-PAMB,N-S-PAMB-AT701,Bay Banco Autotransformadores 500kV Nº01,N-S-PAMB-AT701-MC500,Módulo MC500,N-S-PAMB-AT701-MC500-MBDJ709,Disjuntor 500kV,Disjuntor 500kV / Bay Banco Autotransformadores 500kV Nº01 / SE Marabá,CIRCUIT_BREAKER,MERLIN GERIN,FA4_525_40,2215,500.000,THREE_PHASE,1981-10-01,NULL,NULL
N-S-PAMB,N-S-PAMB-AT702,Banco de Autotransformadores 500kV,N-S-PAMB-AT702-MC230,Módulo MC230,N-S-PAMB-AT702-MC230-MBDJ604,Disjuntor 230kV,Disjuntor 230kV / Banco de Autotransformadores 500kV / SE Marabá,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,1538,230.000,THREE_PHASE,2006-12-22,NULL,NULL
N-S-PAMB,N-S-PAMB-AT702,Banco de Autotransformadores 500kV,N-S-PAMB-AT702-AT500,Módulo AT500,N-S-PAMB-AT702-AT500-MBAT702,Autotransformador Nº02 500kV,Autotransformador Nº02 500kV / Banco de Autotransformadores 500kV / SE Marabá,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2006-12-22,NULL,NULL
N-S-PAMB,N-S-PAMB-AT702,Banco de Autotransformadores 500kV,N-S-PAMB-AT702-MC500,Módulo MC500,N-S-PAMB-AT702-MC500-MBDJ712,Disjuntor 500kV,Disjuntor 500kV / Banco de Autotransformadores 500kV / SE Marabá,CIRCUIT_BREAKER,VATECH,FA4-50,A05001-4S-02,500.000,THREE_PHASE,2006-12-22,NULL,NULL
N-S-PAMB,N-S-PAMB-TF604,Transformador 230kV Nº 04,N-S-PAMB-TF604-MC230,Módulo MC230,N-S-PAMB-TF604-MC230-MBDJ607,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 04 / SE Marabá,CIRCUIT_BREAKER,ALSTOM,FK3-2,11.21070/1,230.000,THREE_PHASE,2013-01-25,NULL,NULL
N-S-PAMB,N-S-PAMB-TF604,Transformador 230kV Nº 04,N-S-PAMB-TF604-TF230,Módulo TF230,N-S-PAMB-TF604-TF230-MBTF604,Transformador Nº04 230kV Trifásico,Transformador Nº04 230kV Trifásico / Transformador 230kV Nº 04 / SE Marabá,POWER_TRANSFORMER,WEG Equipamentos Elétricos,11799156,1014247065,230.000,THREE_PHASE,2012-10-02,NULL,NULL
N-S-PAMB,N-S-PAMB-TF604,Transformador 230kV Nº 04,N-S-PAMB-TF604-MC69,Módulo MC69,N-S-PAMB-TF604-MC69-MBDJ410,Disjuntor 69kV,Disjuntor 69kV / Transformador 230kV Nº 04 / SE Marabá,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2013-01-25,NULL,NULL
N-S-PAMB,N-S-PAMB-TF603,Transformador 230kV Nº 03,N-S-PAMB-TF603-MC230,Módulo MC230,N-S-PAMB-TF603-MC230-MBDJ611,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 03 / SE Marabá,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1009-U2-012,230.000,THREE_PHASE,1982-06-01,NULL,NULL
N-S-PAMB,N-S-PAMB-TF603,Transformador 230kV Nº 03,N-S-PAMB-TF603-TF230,Módulo TF230,N-S-PAMB-TF603-TF230-MBTF603,Transformador Nº03 230kV Trifásico,Transformador Nº03 230kV Trifásico / Transformador 230kV Nº 03 / SE Marabá,POWER_TRANSFORMER,ITEL,PTOV - CR,37120,230.000,THREE_PHASE,1983-03-01,NULL,NULL
N-S-PAMB,N-S-PAMB-TF603,Transformador 230kV Nº 03,N-S-PAMB-TF603-MC69,Módulo MC69,N-S-PAMB-TF603-MC69-MBDJ404,Disjuntor 69kV,Disjuntor 69kV / Transformador 230kV Nº 03 / SE Marabá,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,1982-06-01,NULL,NULL
N-S-PAMB,N-S-PAMB-TF602,Transformador 230kV Nº 02,N-S-PAMB-TF602-MC230,Módulo MC230,N-S-PAMB-TF602-MC230-MBDJ609,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 02 / SE Marabá,CIRCUIT_BREAKER,MERLIN GERIN,FA2-245-40,2363,230.000,THREE_PHASE,1981-10-01,NULL,NULL
N-S-PAMB,N-S-PAMB-TF602,Transformador 230kV Nº 02,N-S-PAMB-TF602-TF230,Módulo TF230,N-S-PAMB-TF602-TF230-MBTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Transformador 230kV Nº 02 / SE Marabá,POWER_TRANSFORMER,ANSALDO COEMSA S. A,TOVC - NF,46.446,230.000,THREE_PHASE,1983-03-01,NULL,NULL
N-S-PAMB,N-S-PAMB-TF602,Transformador 230kV Nº 02,N-S-PAMB-TF602-MC69,Módulo MC69,N-S-PAMB-TF602-MC69-MBDJ401,Disjuntor 69kV,Disjuntor 69kV / Transformador 230kV Nº 02 / SE Marabá,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,1981-10-01,NULL,NULL
N-S-PATM,N-S-PATM-TF601,Bay Transformador 230kV Nº 01,N-S-PATM-TF601-TF230,Módulo TF230,N-S-PATM-TF601-TF230-TMTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Bay Transformador 230kV Nº 01 / SE Transamazônica,POWER_TRANSFORMER,TRAFO - Equipamentos Elétricos S.A,TUC-2025-30M/242/362,KA1795A/001,230.000,THREE_PHASE,1998-10-01,NULL,NULL
N-S-PATM,N-S-PATM-TF601,Bay Transformador 230kV Nº 01,N-S-PATM-TF601-MC34,Módulo MC34,N-S-PATM-TF601-MC34-TMDJ301,Disjuntor 34,5kV,Disjuntor 34,5kV / Bay Transformador 230kV Nº 01 / SE Transamazônica,CIRCUIT_BREAKER,,34.500,THREE_PHASE,1998-10-01,NULL,NULL
N-S-PATM,N-S-PATM-TF601,Bay Transformador 230kV Nº 01,N-S-PATM-TF601-MC230,Módulo MC230,N-S-PATM-TF601-MC230-TMDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 01 / SE Transamazônica,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1009T2028,230.000,THREE_PHASE,1998-10-01,NULL,NULL
N-S-PATM,N-S-PATM-TF602,Bay Transformador 230kV Nº 02,N-S-PATM-TF602-MC230,Módulo MC230,N-S-PATM-TF602-MC230-TMDJ604,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 02 / SE Transamazônica,CIRCUIT_BREAKER,SIEMENS,3API FI,8014,230.000,THREE_PHASE,2016-07-29,NULL,NULL
N-S-PATM,N-S-PATM-TF602,Bay Transformador 230kV Nº 02,N-S-PATM-TF602-TF230,Módulo TF230,N-S-PATM-TF602-TF230-TMTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Bay Transformador 230kV Nº 02 / SE Transamazônica,POWER_TRANSFORMER,TRAFO - Equipamentos Elétricos S.A,TUC-2025-30M/242/362,KA2397A001,230.000,THREE_PHASE,2001-02-01,NULL,NULL
N-S-PATM,N-S-PATM-TF602,Bay Transformador 230kV Nº 02,N-S-PATM-TF602-MC34,Módulo MC34,N-S-PATM-TF602-MC34-TMDJ303,Disjuntor 34,5kV,Disjuntor 34,5kV / Bay Transformador 230kV Nº 02 / SE Transamazônica,CIRCUIT_BREAKER,SIEMENS,3API FG3-8015,34.500,THREE_PHASE,2016-07-29,NULL,NULL
N-S-PATV,N-S-PATV-AT401,Bay Autotransformador 69kV TVAT4-01,N-S-PATV-AT401-AT69,Módulo AT69,N-S-PATV-AT401-AT69-TVAT401,Autotransformador Nº01 69kV Trifásico,Autotransformador Nº01 69kV Trifásico / Bay Autotransformador 69kV TVAT4-01 / SE Tucuruí Vila,POWER_TRANSFORMER,ANSALDO COEMSA S. A,ATOC-NF 69,83700,69.000,THREE_PHASE,1997-12-01,NULL,NULL
N-S-PATV,N-S-PATV-TF401,Transformador 69kV Nº 01,N-S-PATV-TF401-TF69,Módulo TF69,N-S-PATV-TF401-TF69-TVTF401,Transformador Nº01 69kV Trifásico,Transformador Nº01 69kV Trifásico / Transformador 69kV Nº 01 / SE Tucuruí Vila,POWER_TRANSFORMER,TRAFO - Equipamentos Elétricos S.A,TUI 15-20M/72,5/15,KA 3018 A001,69.000,THREE_PHASE,2012-01-15,NULL,NULL
N-S-PATV,N-S-PATV-TF401,Transformador 69kV Nº 01,N-S-PATV-TF401-MC13,Módulo MC13,N-S-PATV-TF401-MC13-TVDJ209,Disjuntor 13,8kV,Disjuntor 13,8kV / Transformador 69kV Nº 01 / SE Tucuruí Vila,CIRCUIT_BREAKER,,,,13.800,THREE_PHASE,1997-12-01,NULL,NULL
N-S-PATV,N-S-PATV-TF402,Transformador 69kV Nº 02,N-S-PATV-TF402-TF69,Módulo TF69,N-S-PATV-TF402-TF69-TVTF402,Transformador Nº02 69kV Trifásico,Transformador Nº02 69kV Trifásico / Transformador 69kV Nº 02 / SE Tucuruí Vila,POWER_TRANSFORMER,ABB - Asea Brown Boveri,TMY 32,56379,69.000,THREE_PHASE,1997-12-01,NULL,NULL
N-S-PATV,N-S-PATV-TF402,Transformador 69kV Nº 02,N-S-PATV-TF402-MC13,Módulo MC13,N-S-PATV-TF402-MC13-TVDJ210,Disjuntor 13,8kV,Disjuntor 13,8kV / Transformador 69kV Nº 02 / SE Tucuruí Vila,CIRCUIT_BREAKER,,,,13.800,THREE_PHASE,1997-12-01,NULL,NULL
N-S-PATV,N-S-PATV-TF403,Transformador 69kV Nº 03,N-S-PATV-TF403-TF69,Módulo TF69,N-S-PATV-TF403-TF69-TVTF403,Transformador Nº03 69kV Trifásico,Transformador Nº03 69kV Trifásico / Transformador 69kV Nº 03 / SE Tucuruí Vila,POWER_TRANSFORMER,COEMSA,NULL,100329-1,69.000,THREE_PHASE,2023-03-12,NULL,NULL
N-S-PAVC,N-S-PAVC-TF607,Bay Transformador 230kV Nº 07,N-S-PAVC-TF607-MC69,Módulo MC69,N-S-PAVC-TF607-MC69-VCDJ405,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 07 / SE Vila do Conde,CIRCUIT_BREAKER,ALSTOM,GL309P,5192170430.20.5,69.000,THREE_PHASE,2015-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-TF607,Bay Transformador 230kV Nº 07,N-S-PAVC-TF607-MC230,Módulo MC230,N-S-PAVC-TF607-MC230-VCDJ643,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 07 / SE Vila do Conde,CIRCUIT_BREAKER,ALSTOM,GL314X,5192170430.10.2,230.000,THREE_PHASE,2015-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-TF607,Bay Transformador 230kV Nº 07,N-S-PAVC-TF607-TF230,Módulo TF230,N-S-PAVC-TF607-TF230-VCTF607,Transformador Nº07 230kV Trifásico,Transformador Nº07 230kV Trifásico / Bay Transformador 230kV Nº 07 / SE Vila do Conde,POWER_TRANSFORMER,ALSTOM,TOVC-NF 200MVA VDC,111687/1,230.000,THREE_PHASE,2015-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-TF608,Bay Transformador 230kV Nº 08,N-S-PAVC-TF608-MC69,Módulo MC69,N-S-PAVC-TF608-MC69-VCDJ410,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 08 / SE Vila do Conde,CIRCUIT_BREAKER,ALSTOM,GL309P,5192170430.20.3,69.000,THREE_PHASE,2015-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-TF608,Bay Transformador 230kV Nº 08,N-S-PAVC-TF608-MC230,Módulo MC230,N-S-PAVC-TF608-MC230-VCDJ646,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 08 / SE Vila do Conde,CIRCUIT_BREAKER,AREVA,GL314X+RPH2,09.21129/1/1,230.000,THREE_PHASE,2010-09-10,NULL,NULL
N-S-PAVC,N-S-PAVC-TF608,Bay Transformador 230kV Nº 08,N-S-PAVC-TF608-TF230,Módulo TF230,N-S-PAVC-TF608-TF230-VCTF608,Transformador Nº08 230kV Trifásico,Transformador Nº08 230kV Trifásico / Bay Transformador 230kV Nº 08 / SE Vila do Conde,POWER_TRANSFORMER,ALSTOM,TOVC-NF 200MVA VDC,111687/2,230.000,THREE_PHASE,2015-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT701,Bay 500kV Autotransformador Nº 01,N-S-PAVC-AT701-MC230,Módulo MC230,N-S-PAVC-AT701-MC230-VCDJ610,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV Autotransformador Nº 01 / SE Vila do Conde,CIRCUIT_BREAKER,MERLIN GERIN,FA2-245-40,2347,230.000,THREE_PHASE,1981-10-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT701,Bay 500kV Autotransformador Nº 01,N-S-PAVC-AT701-MC500,Módulo MC500,N-S-PAVC-AT701-MC500-VCDJ703,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV Autotransformador Nº 01 / SE Vila do Conde,CIRCUIT_BREAKER,MERLIN GERIN,FA4-525-40,2507,500.000,THREE_PHASE,1981-10-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT701,Bay 500kV Autotransformador Nº 01,N-S-PAVC-AT701-AT500,Módulo AT500,N-S-PAVC-AT701-AT500-VCAT701,Banco de Autotrafos Nº01 500kV,Banco de Autotrafos Nº01 500kV / Bay 500kV Autotransformador Nº 01 / SE Vila do Conde,POWER_TRANSFORMER,NULL,NULL,0,500.000,THREE_PHASE,1982-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT704,Bay 500kV Autotransformador Nº 04,N-S-PAVC-AT704-MC500,Módulo MC500,N-S-PAVC-AT704-MC500-VCDJ712,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV Autotransformador Nº 04 / SE Vila do Conde,CIRCUIT_BREAKER,ABB,HPL 550 B2,2GDB953067/01/01,500.000,THREE_PHASE,2010-10-27,NULL,NULL
N-S-PAVC,N-S-PAVC-AT704,Bay 500kV Autotransformador Nº 04,N-S-PAVC-AT704-MC230,Módulo MC230,N-S-PAVC-AT704-MC230-VCDJ622,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV Autotransformador Nº 04 / SE Vila do Conde,CIRCUIT_BREAKER,ABB,LTB245 E11,2GDB953068/03/01,230.000,THREE_PHASE,2010-10-27,NULL,NULL
N-S-PAVC,N-S-PAVC-AT704,Bay 500kV Autotransformador Nº 04,N-S-PAVC-AT704-AT500,Módulo AT500,N-S-PAVC-AT704-AT500-VCAT704,Autotransformador Nº04 500kV,Autotransformador Nº04 500kV / Bay 500kV Autotransformador Nº 04 / SE Vila do Conde,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2010-10-27,NULL,NULL
N-S-PAVC,N-S-PAVC-AT702,Bay 500kV Autotransformador Nº 02,N-S-PAVC-AT702-MC500,Módulo MC500,N-S-PAVC-AT702-MC500-VCDJ706,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV Autotransformador Nº 02 / SE Vila do Conde,CIRCUIT_BREAKER,MERLIN GERIN,FA4-525-40,3134,500.000,THREE_PHASE,1981-12-15,NULL,NULL
N-S-PAVC,N-S-PAVC-AT702,Bay 500kV Autotransformador Nº 02,N-S-PAVC-AT702-MC230,Módulo MC230,N-S-PAVC-AT702-MC230-VCDJ613,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV Autotransformador Nº 02 / SE Vila do Conde,CIRCUIT_BREAKER,MERLIN GERIN,FA2-245-40,3210,230.000,THREE_PHASE,1982-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT702,Bay 500kV Autotransformador Nº 02,N-S-PAVC-AT702-AT500,Módulo AT500,N-S-PAVC-AT702-AT500-VCAT702,Autotransformador Nº02 500kV,Autotransformador Nº02 500kV / Bay 500kV Autotransformador Nº 02 / SE Vila do Conde,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,1982-12-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT703,Bay 500kV Autotransformador Nº 03,N-S-PAVC-AT703-AT500,Módulo AT500,N-S-PAVC-AT703-AT500-VCAT703,Autotransformador Nº03 500kV,Autotransformador Nº03 500kV / Bay 500kV Autotransformador Nº 03 / SE Vila do Conde,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2001-03-04,NULL,NULL
N-S-PAVC,N-S-PAVC-AT703,Bay 500kV Autotransformador Nº 03,N-S-PAVC-AT703-MC230,Módulo MC230,N-S-PAVC-AT703-MC230-VCDJ619,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV Autotransformador Nº 03 / SE Vila do Conde,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1006.02,230.000,THREE_PHASE,1984-10-01,NULL,NULL
N-S-PAVC,N-S-PAVC-AT703,Bay 500kV Autotransformador Nº 03,N-S-PAVC-AT703-MC500,Módulo MC500,N-S-PAVC-AT703-MC500-VCDJ709,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV Autotransformador Nº 03 / SE Vila do Conde,CIRCUIT_BREAKER,LORENZETTI,FA4-525-40,1009.04.009,500.000,THREE_PHASE,2001-03-04,NULL,NULL
N-S-TOMC,N-S-TOMC-TF702,Função Transf. Potência 500kV Nº02,N-S-TOMC-TF702-TF500,Módulo TF500,N-S-TOMC-TF702-TF500-MCTF702,Banco de Trafos Nº02 500kV,Banco de Trafos Nº02 500kV / Função Transf. Potência 500kV Nº02 / SE Miracema,POWER_TRANSFORMER,NULL,NULL,0,500.000,THREE_PHASE,2013-11-13,NULL,NULL
N-S-TOMC,N-S-TOMC-TF702,Função Transf. Potência 500kV Nº02,N-S-TOMC-TF702-MC500,Módulo MC500,N-S-TOMC-TF702-MC500-MCDJ704,Disjuntor 500kV,Disjuntor 500kV / Função Transf. Potência 500kV Nº02 / SE Miracema,CIRCUIT_BREAKER,ABB,HPL550B2,2GDB530166/02/01,500.000,THREE_PHASE,2016-04-22,NULL,NULL
N-S-TOMC,N-S-TOMC-TF702,Função Transf. Potência 500kV Nº02,N-S-TOMC-TF702-MC138,Módulo MC138,N-S-TOMC-TF702-MC138-MCDJ507,Disjuntor 138kV,Disjuntor 138kV / Função Transf. Potência 500kV Nº02 / SE Miracema,CIRCUIT_BREAKER,,,,138.000,THREE_PHASE,2013-11-13,NULL,NULL
N-S-TOMC,N-S-TOMC-TF701,Função Transf. Potência 500kV Nº01,N-S-TOMC-TF701-MC138,Módulo MC138,N-S-TOMC-TF701-MC138-MCDJ501,Disjuntor 138kV,Disjuntor 138kV / Função Transf. Potência 500kV Nº01 / SE Miracema,CIRCUIT_BREAKER,,,,138.000,THREE_PHASE,2013-11-13,NULL,NULL
N-S-TOMC,N-S-TOMC-TF701,Função Transf. Potência 500kV Nº01,N-S-TOMC-TF701-TF500,Módulo TF500,N-S-TOMC-TF701-TF500-MCTF701,Transformador Nº01 500kV,Transformador Nº01 500kV / Função Transf. Potência 500kV Nº01 / SE Miracema,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2013-11-13,NULL,NULL
N-S-TOMC,N-S-TOMC-TF701,Função Transf. Potência 500kV Nº01,N-S-TOMC-TF701-MC500,Módulo MC500,N-S-TOMC-TF701-MC500-MCDJ707,Disjuntor 500kV,Disjuntor 500kV / Função Transf. Potência 500kV Nº01 / SE Miracema,CIRCUIT_BREAKER,SIEMENS,3AT5 EI/550 KV,0787/2001,500.000,THREE_PHASE,2015-02-08,NULL,NULL
N-S-PAMM,N-S-PAMM-TF603,Bay Transformador 230kV Nº 03,N-S-PAMM-TF603-TF230,Módulo TF230,N-S-PAMM-TF603-TF230-MMTF603,Transformador Nº03 230kV,Transformador Nº03 230kV / Bay Transformador 230kV Nº 03 / SE Miramar,POWER_TRANSFORMER,ABB - Asea Brown Boveri,TT 54,1ZBR61306,230.000,NULL,2016-02-25,NULL,NULL
N-S-PAMM,N-S-PAMM-TF603,Bay Transformador 230kV Nº 03,N-S-PAMM-TF603-MC69,Módulo MC69,N-S-PAMM-TF603-MC69-MMDJ410,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 03 / SE Miramar,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2016-06-24,NULL,NULL
N-S-PAMM,N-S-PAMM-TF603,Bay Transformador 230kV Nº 03,N-S-PAMM-TF603-MC230,Módulo MC230,N-S-PAMM-TF603-MC230-MMDJ605,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 03 / SE Miramar,CIRCUIT_BREAKER,ABB,LTD 245 E11,2GDBC-9000370.002/03,230.000,THREE_PHASE,2016-06-24,NULL,NULL
N-S-PAMM,N-S-PAMM-TF602,Bay Transformador 230kV Nº 02,N-S-PAMM-TF602-MC69,Módulo MC69,N-S-PAMM-TF602-MC69-MMDJ407,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador 230kV Nº 02 / SE Miramar,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2016-01-31,NULL,NULL
N-S-PAMM,N-S-PAMM-TF602,Bay Transformador 230kV Nº 02,N-S-PAMM-TF602-MC230,Módulo MC230,N-S-PAMM-TF602-MC230-MMDJ603,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador 230kV Nº 02 / SE Miramar,CIRCUIT_BREAKER,ABB,LTD 245 E11,2GDBC-9000370.002/02,230.000,THREE_PHASE,2016-01-31,NULL,NULL
